Kode URL;Unit Kerja;Ruang;No;Nibar;Nomor Register;Kode Barang;Nama Barang;Spesifikasi Nama Barang;Merk/Type;Tahun Perolehan;Jumlah;Satuan;Ket.
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;24;93849;210;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;84;93852;213;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;23;93854;215;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;83;93855;216;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;82;93856;217;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;81;93857;218;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;80;93858;219;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;55;93859;220;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;54;93886;247;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;53;93887;248;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;52;93888;249;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;51;93890;251;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;50;93891;252;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;49;93892;253;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;48;93893;254;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;47;93894;255;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;46;93895;256;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;45;93896;257;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;15;93897;258;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;16;93899;260;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;34;93900;261;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;43;93902;263;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;33;93904;265;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;42;93913;274;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;32;93914;275;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;30;93915;276;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;31;93916;277;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;29;93917;278;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;28;93918;279;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;41;93919;280;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;35;93920;281;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;40;93921;282;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;44;93960;321;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;25;93961;322;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;38;93962;323;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;37;93963;324;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;17;93964;325;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;26;93966;327;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;27;93967;328;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;36;93968;329;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;39;93969;330;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;68;93972;333;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;67;93973;334;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;66;93974;335;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;65;93975;336;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;64;93976;337;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;63;93977;338;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;22;93978;339;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;62;93979;340;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;21;93980;341;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;79;94009;370;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;61;94010;371;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;18;94011;372;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;60;94012;373;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;59;94013;374;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;58;94014;375;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;57;94033;394;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;19;94034;395;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;56;94035;396;01.03.02.05.02.01.003;Kursi Besi/Metal;;Chitos (82);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;134;94060;16;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;133;94061;17;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;135;94062;18;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;131;94063;19;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;130;94064;20;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;132;94065;21;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;136;94066;22;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;127;94067;23;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;124;94068;24;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;128;94069;25;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;100;94070;26;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;101;94071;27;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;123;94072;28;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;129;94073;29;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;137;94074;30;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;138;94075;31;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;120;94076;32;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;119;94077;33;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;99;94078;34;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;102;94079;35;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;98;94080;36;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;103;94081;37;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;106;94082;38;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;104;94083;39;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;97;94084;40;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;150;94085;41;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;111;94086;42;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;107;94087;43;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;112;94088;44;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;149;94089;45;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;96;94090;46;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;148;94091;47;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;95;94092;48;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;147;94093;49;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;94;94094;50;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;146;94095;51;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;93;94096;52;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;145;94098;54;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;92;94099;55;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;144;94100;56;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;109;94101;57;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;110;94102;58;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;139;94107;63;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;108;94108;64;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;143;94109;65;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;113;94111;67;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;114;94112;68;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;115;94115;71;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;116;94116;72;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;117;94118;74;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;118;94119;75;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;121;94131;87;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;122;94134;90;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;105;94136;92;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;91;94137;93;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;142;94138;94;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;90;94139;95;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;141;94140;96;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;89;94141;97;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;125;94142;98;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;126;94143;99;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;140;94144;100;01.03.02.05.02.01.003;Kursi Besi/Metal;;chitos;2016;1;Buah;kursi besi lipat
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;155;94540;6;01.03.02.05.02.01.008;Meja Rapat;;meja rapat(74);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;160;94541;7;01.03.02.05.02.01.008;Meja Rapat;;meja rapat(74);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;169;94542;8;01.03.02.05.02.01.008;Meja Rapat;;meja rapat(74);2000;1;Buah;PSTW Abiyoso
Aula_AB;BALAI PSTW UNIT ABIYOSO;Aula AB;164;94543;9;01.03.02.05.02.01.008;Meja Rapat;;meja rapat(74);2000;1;Buah;PSTW Abiyoso
